Fürth;Furth;49.4667;11.0000;Germany;DE;DEU;Bavaria;minor;129122;1276580165
Würzburg;Wurzburg;49.7833;9.9333;Germany;DE;DEU;Bavaria;minor;127880;1276233514
Ulm;Ulm;48.4000;9.9833;Germany;DE;DEU;Baden-Württemberg;minor;126949;1276002212
Heilbronn;Heilbronn;49.1500;9.2167;Germany;DE;DEU;Baden-Württemberg;minor;126458;1276377359
Pforzheim;Pforzheim;48.8950;8.7050;Germany;DE;DEU;Baden-Württemberg;minor;126016;1276732622
Wolfsburg;Wolfsburg;52.4231;10.7872;Germany;DE;DEU;Lower Saxony;minor;124151;1276033981
Göttingen;Gottingen;51.5339;9.9356;Germany;DE;DEU;Lower Saxony;minor;119801;1276211234
Bottrop;Bottrop;51.5247;6.9228;Germany;DE;DEU;North Rhine-Westphalia;minor;117383;1276473363
Reutlingen;Reutlingen;48.4833;9.2167;Germany;DE;DEU;Baden-Württemberg;minor;116456;1276256795
Koblenz;Koblenz;50.3597;7.5978;Germany;DE;DEU;Rhineland-Palatinate;minor;114024;1276605495
Erlangen;Erlangen;49.5833;11.0167;Germany;DE;DEU;Bavaria;minor;113292;1276339482
Bremerhaven;Bremerhaven;53.5500;8.5833;Germany;DE;DEU;Bremen;;113634;1276991229
Recklinghausen;Recklinghausen;51.5850;7.1619;Germany;DE;DEU;North Rhine-Westphalia;minor;112267;1276179876
Bergisch Gladbach;Bergisch Gladbach;50.9918;7.1303;Germany;DE;DEU;North Rhine-Westphalia;minor;111966;1276074373
Remscheid;Remscheid;51.1833;7.2000;Germany;DE;DEU;North Rhine-Westphalia;minor;111770;1276043920
Jena;Jena;50.9272;11.5861;Germany;DE;DEU;Thuringia;minor;111407;1276659978
Trier;Trier;49.7567;6.6414;Germany;DE;DEU;Rhineland-Palatinate;minor;110636;1276211430
Moers;Moers;51.4592;6.6197;Germany;DE;DEU;North Rhine-Westphalia;;103725;1276257182
Salzgitter;Salzgitter;52.1500;10.3333;Germany;DE;DEU;Lower Saxony;minor;104948;1276613066
Siegen;Siegen;50.8833;8.0167;Germany;DE;DEU;North Rhine-Westphalia;minor;102836;1276268768
Hildesheim;Hildesheim;52.1500;9.9500;Germany;DE;DEU;Lower Saxony;minor;101990;1276244190
Gütersloh;Gutersloh;51.9000;8.3833;Germany;DE;DEU;North Rhine-Westphalia;minor;101158;1276587494
Kaiserslautern;Kaiserslautern;49.4447;7.7689;Germany;DE;DEU;Rhineland-Palatinate;minor;100030;1276674534
Schwerin;Schwerin;53.6333;11.4167;Germany;DE;DEU;Mecklenburg-Western Pomerania;admin;95818;1276221707
Ludwigsburg;Ludwigsburg;48.8975;9.1922;Germany;DE;DEU;Baden-Württemberg;minor;93499;1276803720
Gladbeck;Gladbeck;51.5667;6.9667;Germany;DE;DEU;North Rhine-Westphalia;;75687;1276216238
Hilden;Hilden;51.1714;6.9394;Germany;DE;DEU;North Rhine-Westphalia;;55764;1276577152
Elmshorn;Elmshorn;53.7519;9.6511;Germany;DE;DEU;Schleswig-Holstein;;50141;1276091723
Halle-Neustadt;Halle-Neustadt;51.4789;11.9214;Germany;DE;DEU;Saxony-Anhalt;;46280;1276281757
Pinneberg;Pinneberg;53.6333;9.8000;Germany;DE;DEU;Schleswig-Holstein;minor;43603;1276865707
Kornwestheim;Kornwestheim;48.8598;9.1852;Germany;DE;DEU;Baden-Württemberg;;33803;1276918130
Weingarten;Weingarten;47.8092;9.6444;Germany;DE;DEU;Baden-Württemberg;;25168;1276346018
Ottobrunn;Ottobrunn;48.0667;11.6667;Germany;DE;DEU;Bavaria;;21719;1276842192
Gröbenzell;Grobenzell;48.2000;11.3667;Germany;DE;DEU;Bavaria;;19967;1276398825
Wolfratshausen;Wolfratshausen;47.9133;11.4278;Germany;DE;DEU;Bavaria;;18984;1276706639
Eilendorf;Eilendorf;50.7794;6.1625;Germany;DE;DEU;North Rhine-Westphalia;;15892;1276960521
Eppelheim;Eppelheim;49.4000;8.6333;Germany;DE;DEU;Baden-Württemberg;;15359;1276579726
Neubiberg;Neubiberg;48.0833;11.6833;Germany;DE;DEU;Bavaria;;14538;1276417573
Asperg;Asperg;48.9000;9.1333;Germany;DE;DEU;Baden-Württemberg;;13486;1276656917
Kronshagen;Kronshagen;54.3333;10.0833;Germany;DE;DEU;Schleswig-Holstein;;11921;1276781907
Steinbach am Taunus;Steinbach am Taunus;50.1667;8.5667;Germany;DE;DEU;Hesse;;10682;1276335395
Weißenthurm;Weissenthurm;50.4144;7.4606;Germany;DE;DEU;Rhineland-Palatinate;;9171;1276833572
Hanau;Hanau;50.1328;8.9169;Germany;DE;DEU;Hesse;minor;98502;1276550409
Cottbus;Cottbus;51.7606;14.3342;Germany;DE;DEU;Brandenburg;minor;98693;1276436655
Witten;Witten;51.4333;7.3333;Germany;DE;DEU;North Rhine-Westphalia;;96563;1276004960
Esslingen;Esslingen;48.7333;9.3167;Germany;DE;DEU;Baden-Württemberg;minor;93542;1276510955
Gera;Gera;50.8806;12.0833;Germany;DE;DEU;Thuringia;minor;94152;1276548165
Iserlohn;Iserlohn;51.3833;7.6667;Germany;DE;DEU;North Rhine-Westphalia;;92666;1276837267
Düren;Duren;50.8000;6.4833;Germany;DE;DEU;North Rhine-Westphalia;minor;91814;1276181957
Flensburg;Flensburg;54.7819;9.4367;Germany;DE;DEU;Schleswig-Holstein;minor;91113;1276853315
Tübingen;Tubingen;48.5200;9.0556;Germany;DE;DEU;Baden-Württemberg;minor;91877;1276203240
Gießen;Giessen;50.5833;8.6667;Germany;DE;DEU;Hesse;minor;91255;1276576770
Zwickau;Zwickau;50.7167;12.5000;Germany;DE;DEU;Saxony;minor;89540;1276683623
Ratingen;Ratingen;51.3000;6.8500;Germany;DE;DEU;North Rhine-Westphalia;;87297;1276005433
Lünen;Lunen;51.6167;7.5167;Germany;DE;DEU;North Rhine-Westphalia;;86348;1276959723
Villingen-Schwenningen;Villingen-Schwenningen;48.0603;8.4586;Germany;DE;DEU;Baden-Württemberg;minor;86475;1276450523
Konstanz;Konstanz;47.6667;9.1833;Germany;DE;DEU;Baden-Württemberg;;84760;1276601373
Marl;Marl;51.6667;7.1167;Germany;DE;DEU;North Rhine-Westphalia;;83941;1276451667
Worms;Worms;49.6319;8.3653;Germany;DE;DEU;Rhineland-Palatinate;minor;83850;1276944683
Velbert;Velbert;51.3333;7.0500;Germany;DE;DEU;North Rhine-Westphalia;;81984;1276896645
Minden;Minden;52.2883;8.9167;Germany;DE;DEU;North Rhine-Westphalia;minor;81857;1276191164
Norderstedt;Norderstedt;53.7064;10.0103;Germany;DE;DEU;Schleswig-Holstein;;80420;1276872953
Dessau-Roßlau;Dessau-Rosslau;51.8333;12.2333;Germany;DE;DEU;Saxony-Anhalt;minor;81237;1276983641
Neumünster;Neumunster;54.0714;9.9900;Germany;DE;DEU;Schleswig-Holstein;minor;79496;1276757733
Bamberg;Bamberg;49.8914;10.8869;Germany;DE;DEU;Bavaria;minor;77749;1276824274
Mosigkau;Mosigkau;51.8333;12.2333;Germany;DE;DEU;Saxony-Anhalt;;78731;1276680755
Delmenhorst;Delmenhorst;53.0506;8.6317;Germany;DE;DEU;Lower Saxony;minor;77607;1276098664
Viersen;Viersen;51.2561;6.3972;Germany;DE;DEU;North Rhine-Westphalia;minor;77523;1276629059
Rheine;Rheine;52.2833;7.4333;Germany;DE;DEU;North Rhine-Westphalia;;76948;1276882978
Marburg;Marburg;50.8100;8.7708;Germany;DE;DEU;Hesse;minor;76851;1276012023
Troisdorf;Troisdorf;50.8161;7.1556;Germany;DE;DEU;North Rhine-Westphalia;;75222;1276488227
Wilhelmshaven;Wilhelmshaven;53.5286;8.1056;Germany;DE;DEU;Lower Saxony;minor;75189;1276324633
Bayreuth;Bayreuth;49.9481;11.5783;Germany;DE;DEU;Bavaria;minor;74657;1276275069
Lüneburg;Luneburg;53.2525;10.4144;Germany;DE;DEU;Lower Saxony;minor;75599;1276001423
Dorsten;Dorsten;51.6600;6.9642;Germany;DE;DEU;North Rhine-Westphalia;;74736;1276397774
Castrop-Rauxel;Castrop-Rauxel;51.5500;7.3167;Germany;DE;DEU;North Rhine-Westphalia;;73425;1276873073
Detmold;Detmold;51.9378;8.8833;Germany;DE;DEU;North Rhine-Westphalia;minor;74388;1276802316
Landshut;Landshut;48.5397;12.1508;Germany;DE;DEU;Bavaria;minor;73150;1276485277
Arnsberg;Arnsberg;51.3833;8.0833;Germany;DE;DEU;North Rhine-Westphalia;;73628;1276285824
Lüdenscheid;Ludenscheid;51.2167;7.6333;Germany;DE;DEU;North Rhine-Westphalia;minor;72611;1276839426
Brandenburg;Brandenburg;52.4167;12.5333;Germany;DE;DEU;Brandenburg;minor;72461;1276372220
Aschaffenburg;Aschaffenburg;49.9667;9.1500;Germany;DE;DEU;Bavaria;minor;71381;1276069907
Bocholt;Bocholt;51.8333;6.6167;Germany;DE;DEU;North Rhine-Westphalia;;71099;1276001655
Kempten;Kempten;47.7333;10.3167;Germany;DE;DEU;Bavaria;minor;69053;1276008842
Celle;Celle;52.6256;10.0825;Germany;DE;DEU;Lower Saxony;minor;69602;1276282135
Fulda;Fulda;50.5508;9.6753;Germany;DE;DEU;Hesse;minor;68586;1276669051
Dinslaken;Dinslaken;51.5667;6.7333;Germany;DE;DEU;North Rhine-Westphalia;;67525;1276055868
Aalen;Aalen;48.8333;10.1000;Germany;DE;DEU;Baden-Württemberg;minor;68361;1276757787
Lippstadt;Lippstadt;51.6667;8.3500;Germany;DE;DEU;North Rhine-Westphalia;;68007;1276820778
Herford;Herford;52.1333;8.6833;Germany;DE;DEU;North Rhine-Westphalia;minor;66608;1276588147
Rüsselsheim;Russelsheim;49.9950;8.4119;Germany;DE;DEU;Hesse;;66125;1276969472
Kerpen;Kerpen;50.8719;6.6961;Germany;DE;DEU;North Rhine-Westphalia;;66294;1276675138
Sindelfingen;Sindelfingen;48.7133;9.0028;Germany;DE;DEU;Baden-Württemberg;;64858;1276001469
Weimar;Weimar;50.9833;11.3167;Germany;DE;DEU;Thuringia;minor;65138;1276053525
Neuwied;Neuwied;50.4286;7.4614;Germany;DE;DEU;Rhineland-Palatinate;minor;65137;1276935443
Dormagen;Dormagen;51.1000;6.8167;Germany;DE;DEU;North Rhine-Westphalia;;64553;1276688551
Plauen;Plauen;50.4833;12.1167;Germany;DE;DEU;Saxony;minor;64660;1276134198
Rosenheim;Rosenheim;47.8500;12.1333;Germany;DE;DEU;Bavaria;minor;63508;1276301675
Neubrandenburg;Neubrandenburg;53.5569;13.2611;Germany;DE;DEU;Mecklenburg-Western Pomerania;minor;64086;1276954105
Grevenbroich;Grevenbroich;51.0883;6.5875;Germany;DE;DEU;North Rhine-Westphalia;;63922;1276215861
Herten;Herten;51.6000;7.1333;Germany;DE;DEU;North Rhine-Westphalia;;61910;1276440470
Bergheim;Bergheim;50.9667;6.6500;Germany;DE;DEU;North Rhine-Westphalia;minor;61807;1276980188
Friedrichshafen;Friedrichshafen;47.6500;9.4833;Germany;DE;DEU;Baden-Württemberg;;61561;1276002705
Schwäbisch Gmünd;Schwabisch Gmund;48.8000;9.8000;Germany;DE;DEU;Baden-Württemberg;;61333;1276897251
Offenburg;Offenburg;48.4667;7.9333;Germany;DE;DEU;Baden-Württemberg;minor;60857;1276214401
Garbsen;Garbsen;52.4183;9.5981;Germany;DE;DEU;Lower Saxony;;60754;1276318243
Hürth;Hurth;50.8775;6.8761;Germany;DE;DEU;North Rhine-Westphalia;;60189;1276025332
Wesel;Wesel;51.6586;6.6178;Germany;DE;DEU;North Rhine-Westphalia;minor;60688;1276261527
Stralsund;Stralsund;54.3092;13.0819;Germany;DE;DEU;Mecklenburg-Western Pomerania;minor;59205;1276640152
Langenfeld;Langenfeld;51.1167;6.9500;Germany;DE;DEU;North Rhine-Westphalia;;59223;1276016003
Neu-Ulm;Neu-Ulm;48.3833;10.0000;Germany;DE;DEU;Bavaria;minor;59814;1276071813
Greifswald;Greifswald;54.0833;13.3833;Germany;DE;DEU;Mecklenburg-Western Pomerania;minor;59382;1276867765
Unna;Unna;51.5347;7.6889;Germany;DE;DEU;North Rhine-Westphalia;minor;58911;1276028114
Euskirchen;Euskirchen;50.6597;6.7917;Germany;DE;DEU;North Rhine-Westphalia;minor;58754;1276782162
Göppingen;Goppingen;48.7025;9.6528;Germany;DE;DEU;Baden-Württemberg;minor;58061;1276730715
Hameln;Hameln;52.1000;9.3667;Germany;DE;DEU;Lower Saxony;minor;57510;1276101153
Meerbusch;Meerbusch;51.2667;6.6667;Germany;DE;DEU;North Rhine-Westphalia;;56855;1276882223
Görlitz;Gorlitz;51.1528;14.9872;Germany;DE;DEU;Saxony;minor;56563;1276000121
Frankfurt (Oder);Frankfurt (Oder);52.3419;14.5517;Germany;DE;DEU;Brandenburg;minor;57015;1276397323
Sankt Augustin;Sankt Augustin;50.7700;7.1867;Germany;DE;DEU;North Rhine-Westphalia;;55767;1276196312
Stolberg;Stolberg;50.7667;6.2333;Germany;DE;DEU;North Rhine-Westphalia;;56792;1276202704
Eschweiler;Eschweiler;50.8167;6.2833;Germany;DE;DEU;North Rhine-Westphalia;;56385;1276835632
Langenhagen;Langenhagen;52.4394;9.7400;Germany;DE;DEU;Lower Saxony;;56288;1276031765
Waiblingen;Waiblingen;48.8303;9.3169;Germany;DE;DEU;Baden-Württemberg;minor;55526;1276678986
Baden-Baden;Baden-Baden;48.7628;8.2408;Germany;DE;DEU;Baden-Württemberg;minor;55527;1276150269
Lingen;Lingen;52.5231;7.3231;Germany;DE;DEU;Lower Saxony;;55599;1276978218
Pulheim;Pulheim;51.0000;6.8000;Germany;DE;DEU;North Rhine-Westphalia;;54805;1276728926
Schweinfurt;Schweinfurt;50.0500;10.2333;Germany;DE;DEU;Bavaria;;54032;1276316912
Hattingen;Hattingen;51.3992;7.1858;Germany;DE;DEU;North Rhine-Westphalia;;54562;1276698647
Bad Homburg;Bad Homburg;50.2167;8.6000;Germany;DE;DEU;Hesse;minor;54248;1276019348
Bad Salzuflen;Bad Salzuflen;52.0833;8.7467;Germany;DE;DEU;North Rhine-Westphalia;;54127;1276526163
Nordhorn;Nordhorn;52.4319;7.0678;Germany;DE;DEU;Lower Saxony;minor;54162;1276078036
Neustadt;Neustadt;49.3500;8.1500;Germany;DE;DEU;Rhineland-Palatinate;minor;53491;1276053769
Passau;Passau;48.5744;13.4647;Germany;DE;DEU;Bavaria;minor;53093;1276123699
Wetzlar;Wetzlar;50.5667;8.5000;Germany;DE;DEU;Hesse;minor;52969;1276020868
Frechen;Frechen;50.9167;6.8167;Germany;DE;DEU;North Rhine-Westphalia;;52473;1276255319
Ahlen;Ahlen;51.7633;7.8911;Germany;DE;DEU;North Rhine-Westphalia;;52627;1276843072
Kleve;Kleve;51.7900;6.1400;Germany;DE;DEU;North Rhine-Westphalia;minor;52470;1276674243
Wolfenbüttel;Wolfenbuttel;52.1622;10.5369;Germany;DE;DEU;Lower Saxony;minor;52174;1276388010
Bad Kreuznach;Bad Kreuznach;49.8500;7.8667;Germany;DE;DEU;Rhineland-Palatinate;minor;51695;1276733459
Ibbenbüren;Ibbenburen;52.2778;7.7167;Germany;DE;DEU;North Rhine-Westphalia;;51904;1276476330
Böblingen;Boblingen;48.6856;9.0153;Germany;DE;DEU;Baden-Württemberg;minor;50470;1276001231
Speyer;Speyer;49.3194;8.4311;Germany;DE;DEU;Rhineland-Palatinate;minor;50565;1276684984
Gummersbach;Gummersbach;51.0333;7.5667;Germany;DE;DEU;North Rhine-Westphalia;minor;51126;1276576027
Ravensburg;Ravensburg;47.7831;9.6114;Germany;DE;DEU;Baden-Württemberg;minor;50928;1276088263
Willich;Willich;51.2631;6.5492;Germany;DE;DEU;North Rhine-Westphalia;;50592;1276849706
Rastatt;Rastatt;48.8500;8.2000;Germany;DE;DEU;Baden-Württemberg;minor;50441;1276684629
Goslar;Goslar;51.9072;10.4300;Germany;DE;DEU;Lower Saxony;minor;50753;1276608610
Peine;Peine;52.3203;10.2336;Germany;DE;DEU;Lower Saxony;minor;50461;1276331439
Lörrach;Lorrach;47.6167;7.6667;Germany;DE;DEU;Baden-Württemberg;minor;49347;1276104619
Emden;Emden;53.3669;7.2061;Germany;DE;DEU;Lower Saxony;minor;49913;1276309938
Erftstadt;Erftstadt;50.8167;6.7667;Germany;DE;DEU;North Rhine-Westphalia;;49801;1276479094
Heidenheim;Heidenheim;48.6761;10.1544;Germany;DE;DEU;Baden-Württemberg;minor;49526;1276168895
Leonberg;Leonberg;48.8014;9.0131;Germany;DE;DEU;Baden-Württemberg;;48931;1276002040
Frankenthal;Frankenthal;49.5333;8.3500;Germany;DE;DEU;Rhineland-Palatinate;minor;48773;1276888667
Bergkamen;Bergkamen;51.6167;7.6333;Germany;DE;DEU;North Rhine-Westphalia;;48725;1276603807
Gronau;Gronau;52.2125;7.0417;Germany;DE;DEU;North Rhine-Westphalia;;49031;1276262054
Bad Oeynhausen;Bad Oeynhausen;52.2000;8.8000;Germany;DE;DEU;North Rhine-Westphalia;;48803;1276503412
Rheda-Wiedenbrück;Rheda-Wiedenbruck;51.8417;8.3000;Germany;DE;DEU;North Rhine-Westphalia;;48714;1276045371
Freising;Freising;48.4028;11.7489;Germany;DE;DEU;Bavaria;minor;48634;1276519005
Alsdorf;Alsdorf;50.8833;6.1667;Germany;DE;DEU;North Rhine-Westphalia;;47678;1276261156
Dachau;Dachau;48.2603;11.4342;Germany;DE;DEU;Bavaria;minor;47738;1276549079
Bornheim;Bornheim;50.7592;7.0050;Germany;DE;DEU;North Rhine-Westphalia;;48435;1276585020
Cuxhaven;Cuxhaven;53.8611;8.6944;Germany;DE;DEU;Lower Saxony;minor;48356;1276511789
Straubing;Straubing;48.8833;12.5667;Germany;DE;DEU;Bavaria;minor;47854;1276278805
Soest;Soest;51.5711;8.1092;Germany;DE;DEU;North Rhine-Westphalia;minor;47929;1276851034
Stade;Stade;53.6008;9.4764;Germany;DE;DEU;Lower Saxony;minor;47579;1276472720
Hennef;Hennef;50.7833;7.2833;Germany;DE;DEU;North Rhine-Westphalia;;47400;1276962178
Herzogenrath;Herzogenrath;50.8667;6.1000;Germany;DE;DEU;North Rhine-Westphalia;;46402;1276873875
Oberursel;Oberursel;50.2033;8.5769;Germany;DE;DEU;Hesse;;46660;1276288354
Landau;Landau;49.2000;8.1167;Germany;DE;DEU;Rhineland-Palatinate;minor;46919;1276000837
Fellbach;Fellbach;48.8086;9.2758;Germany;DE;DEU;Baden-Württemberg;;45671;1276083210
Schwerte;Schwerte;51.4458;7.5653;Germany;DE;DEU;North Rhine-Westphalia;;46340;1276720376
Dülmen;Dulmen;51.8308;7.2783;Germany;DE;DEU;North Rhine-Westphalia;;46877;1276703649
Neunkirchen;Neunkirchen;49.3500;7.1667;Germany;DE;DEU;Saarland;minor;46469;1276274217
Filderstadt;Filderstadt;48.6803;9.2183;Germany;DE;DEU;Baden-Württemberg;;45814;1276952389
Melle;Melle;52.2044;8.3389;Germany;DE;DEU;Lower Saxony;;46732;1276489872
Oranienburg;Oranienburg;52.7544;13.2369;Germany;DE;DEU;Brandenburg;minor;46555;1276677137
Hof;Hof;50.3167;11.9167;Germany;DE;DEU;Bavaria;minor;45930;1276561363
Rodgau;Rodgau;50.0167;8.8833;Germany;DE;DEU;Hesse;;45847;1276173536
Gotha;Gotha;50.9489;10.7183;Germany;DE;DEU;Thuringia;minor;45733;1276679639
Bünde;Bunde;52.2000;8.6000;Germany;DE;DEU;North Rhine-Westphalia;;45521;1276719683
Kaufbeuren;Kaufbeuren;47.8800;10.6225;Germany;DE;DEU;Bavaria;minor;45118;1276496301
Wittenberg;Wittenberg;51.8671;12.6484;Germany;DE;DEU;Saxony-Anhalt;minor;46008;1276533652
Bruchsal;Bruchsal;49.1333;8.6000;Germany;DE;DEU;Baden-Württemberg;;45644;1276034362
Albstadt;Albstadt;48.2119;9.0239;Germany;DE;DEU;Baden-Württemberg;;45737;1276969750
Weinheim;Weinheim;49.5500;8.6667;Germany;DE;DEU;Baden-Württemberg;;45284;1276001742
Erkrath;Erkrath;51.2239;6.9147;Germany;DE;DEU;North Rhine-Westphalia;;44384;1276917229
Brühl;Bruhl;50.8333;6.9000;Germany;DE;DEU;North Rhine-Westphalia;;44397;1276307796
Memmingen;Memmingen;47.9878;10.1811;Germany;DE;DEU;Bavaria;minor;44721;1276229376
Falkensee;Falkensee;52.5583;13.0917;Germany;DE;DEU;Brandenburg;;44280;1276126886
Neustadt am Rübenberge;Neustadt am Rubenberge;52.5000;9.4667;Germany;DE;DEU;Lower Saxony;;44796;1276887904
Kaarst;Kaarst;51.2167;6.6167;Germany;DE;DEU;North Rhine-Westphalia;;43661;1276322915
Lehrte;Lehrte;52.3667;9.9667;Germany;DE;DEU;Lower Saxony;;44369;1276716840
Bietigheim-Bissingen;Bietigheim-Bissingen;48.9667;9.1333;Germany;DE;DEU;Baden-Württemberg;;43146;1276916733
Kamen;Kamen;51.5917;7.6653;Germany;DE;DEU;North Rhine-Westphalia;;42971;1276465116
Erkelenz;Erkelenz;51.0833;6.3167;Germany;DE;DEU;North Rhine-Westphalia;;43492;1276067473
Wismar;Wismar;53.9000;11.4667;Germany;DE;DEU;Mecklenburg-Western Pomerania;minor;42785;1276660084
Siegburg;Siegburg;50.8014;7.2044;Germany;DE;DEU;North Rhine-Westphalia;minor;41660;1276838674
Gifhorn;Gifhorn;52.4886;10.5464;Germany;DE;DEU;Lower Saxony;minor;42993;1276793894
Heinsberg;Heinsberg;51.0631;6.0964;Germany;DE;DEU;North Rhine-Westphalia;minor;42888;1276000099
Germering;Germering;48.1333;11.3667;Germany;DE;DEU;Bavaria;;41387;1276002965
